block_name,r,g,b
minecraft:peony,87,101,94
minecraft:petrified_oak_slab,162,131,79
minecraft:piglin_head,81,62,51
minecraft:piglin_wall_head,81,62,51
minecraft:pink_banner,162,131,79
minecraft:pink_bed,241,132,167
minecraft:pink_candle,210,95,140
minecraft:pink_candle_cake,248,223,216
minecraft:pink_carpet,238,141,172
minecraft:pink_concrete,214,101,143
minecraft:pink_concrete_powder,229,153,181
minecraft:pink_glazed_terracotta,235,155,182
minecraft:pink_petals,247,181,219
minecraft:pink_shulker_box,230,122,158
minecraft:pink_stained_glass,242,127,165
minecraft:pink_stained_glass_pane,233,123,159
minecraft:pink_terracotta,162,78,79
minecraft:pink_tulip,99,157,78
minecraft:pink_wall_banner,162,131,79
minecraft:pink_wool,238,141,172
minecraft:piston,110,105,97
minecraft:piston_head,155,135,101
minecraft:pitcher_crop,181,156,98
minecraft:pitcher_plant,104,126,93
minecraft:player_head,81,62,51
minecraft:player_wall_head,81,62,51
minecraft:podzol,92,63,24
minecraft:pointed_dripstone,129,103,90
minecraft:polished_andesite,132,135,134
minecraft:polished_andesite_slab,132,135,134
minecraft:polished_andesite_stairs,132,135,134
minecraft:polished_basalt,99,99,101
minecraft:polished_blackstone,53,49,57
minecraft:polished_blackstone_brick_slab,48,43,50
minecraft:polished_blackstone_brick_stairs,48,43,50
minecraft:polished_blackstone_brick_wall,50,45,53
minecraft:polished_blackstone_bricks,48,43,50
minecraft:polished_blackstone_button,54,50,58
minecraft:polished_blackstone_pressure_plate,53,49,57
minecraft:polished_blackstone_slab,53,49,57
minecraft:polished_blackstone_stairs,53,49,57
minecraft:polished_blackstone_wall,54,50,59
minecraft:polished_cinnabar,153,58,55
minecraft:polished_cinnabar_slab,153,58,55
minecraft:polished_cinnabar_stairs,153,58,55
minecraft:polished_cinnabar_wall,160,62,59
minecraft:polished_deepslate,72,73,73
minecraft:polished_deepslate_slab,72,73,73
minecraft:polished_deepslate_stairs,72,73,73
minecraft:polished_deepslate_wall,76,76,77
minecraft:polished_diorite,193,193,195
minecraft:polished_diorite_slab,193,193,195
minecraft:polished_diorite_stairs,193,193,195
minecraft:polished_granite,154,107,89
minecraft:polished_granite_slab,154,107,89
minecraft:polished_granite_stairs,154,107,89
minecraft:polished_sulfur,188,170,91
minecraft:polished_sulfur_slab,188,170,91
minecraft:polished_sulfur_stairs,188,170,91
minecraft:polished_sulfur_wall,195,181,94
minecraft:polished_tuff,98,104,100
minecraft:polished_tuff_slab,98,104,100
minecraft:polished_tuff_stairs,98,104,100
minecraft:polished_tuff_wall,99,106,103
minecraft:poppy,129,65,38
minecraft:potatoes,59,130,41
minecraft:potent_sulfur,211,209,97
minecraft:potted_acacia_sapling,127,79,57
minecraft:potted_allium,127,79,57
minecraft:potted_azalea_bush,101,123,48
minecraft:potted_azure_bluet,127,79,57
minecraft:potted_bamboo,129,91,60
minecraft:potted_birch_sapling,127,79,57
minecraft:potted_blue_orchid,127,79,57
minecraft:potted_brown_mushroom,127,79,57
minecraft:potted_cactus,116,105,54
minecraft:potted_cherry_sapling,127,79,57
minecraft:potted_closed_eyeblossom,127,79,57
minecraft:potted_cornflower,127,79,57
minecraft:potted_crimson_fungus,127,79,57
minecraft:potted_crimson_roots,127,79,57
minecraft:potted_dandelion,127,79,57
minecraft:potted_dark_oak_sapling,127,79,57
minecraft:potted_dead_bush,127,79,57
minecraft:potted_fern,127,79,57
minecraft:potted_flowering_azalea_bush,115,120,70
minecraft:potted_golden_dandelion,127,79,57
minecraft:potted_jungle_sapling,127,79,57
minecraft:potted_lily_of_the_valley,127,79,57
minecraft:potted_mangrove_propagule,127,79,57
minecraft:potted_oak_sapling,127,79,57
minecraft:potted_open_eyeblossom,127,79,57
minecraft:potted_orange_tulip,127,79,57
minecraft:potted_oxeye_daisy,127,79,57
minecraft:potted_pale_oak_sapling,127,79,57
minecraft:potted_pink_tulip,127,79,57
minecraft:potted_poppy,127,79,57
minecraft:potted_red_mushroom,127,79,57
minecraft:potted_red_tulip,127,79,57
minecraft:potted_spruce_sapling,127,79,57
minecraft:potted_torchflower,127,79,57
minecraft:potted_warped_fungus,127,79,57
minecraft:potted_warped_roots,127,79,57
minecraft:potted_white_tulip,127,79,57
minecraft:potted_wither_rose,127,79,57
minecraft:powder_snow,248,253,253
minecraft:powder_snow_cauldron,171,174,175
minecraft:powered_rail,138,110,74
minecraft:prismarine,98,162,146
minecraft:prismarine_brick_slab,99,172,158
minecraft:prismarine_brick_stairs,99,172,158
minecraft:prismarine_bricks,99,172,158
minecraft:prismarine_slab,98,162,146
minecraft:prismarine_stairs,98,162,146
minecraft:prismarine_wall,99,163,147
minecraft:pumpkin,198,119,24
minecraft:pumpkin_stem,154,154,154
minecraft:purple_banner,162,131,79
minecraft:purple_bed,128,43,178
minecraft:purple_candle,102,32,160
minecraft:purple_candle_cake,246,222,216
minecraft:purple_carpet,122,42,173
minecraft:purple_concrete,100,32,156
minecraft:purple_concrete_powder,132,56,178
minecraft:purple_glazed_terracotta,110,48,152
minecraft:purple_shulker_box,103,32,156
minecraft:purple_stained_glass,127,63,178
minecraft:purple_stained_glass_pane,123,61,171
minecraft:purple_terracotta,118,70,86
minecraft:purple_wall_banner,162,131,79
minecraft:purple_wool,122,42,173
minecraft:purpur_block,170,126,170
minecraft:purpur_pillar,172,128,171
minecraft:purpur_slab,170,126,170
minecraft:purpur_stairs,170,126,170
minecraft:quartz_block,236,230,223
minecraft:quartz_bricks,235,229,222
minecraft:quartz_pillar,235,230,223
minecraft:quartz_slab,236,230,223
minecraft:quartz_stairs,236,230,223
minecraft:rail,126,112,89
minecraft:raw_copper_block,154,106,79
minecraft:raw_gold_block,222,169,47
minecraft:raw_iron_block,166,136,107
minecraft:red_banner,162,131,79
minecraft:red_bed,178,48,40
minecraft:red_candle,153,36,33
minecraft:red_candle_cake,247,222,214
minecraft:red_carpet,161,39,35
minecraft:red_concrete,142,33,33
minecraft:red_concrete_powder,168,54,51
minecraft:red_glazed_terracotta,182,60,53
minecraft:red_mushroom,217,75,68
minecraft:red_mushroom_block,201,109,83
minecraft:red_nether_brick_slab,70,7,9
minecraft:red_nether_brick_stairs,70,7,9
minecraft:red_nether_brick_wall,70,7,9
minecraft:red_nether_bricks,70,7,9
minecraft:red_sand,191,103,33
minecraft:red_sandstone,181,98,31
minecraft:red_sandstone_slab,181,98,31
minecraft:red_sandstone_stairs,181,98,31
minecraft:red_sandstone_wall,188,101,30
minecraft:red_shulker_box,140,31,30
minecraft:red_stained_glass,153,51,51
minecraft:red_stained_glass_pane,147,48,48
minecraft:red_terracotta,143,61,47
minecraft:red_tulip,90,129,33
minecraft:red_wall_banner,162,131,79
minecraft:red_wool,161,39,35
minecraft:redstone_block,176,25,5
minecraft:redstone_lamp,95,55,30
minecraft:redstone_ore,140,110,110
minecraft:redstone_torch,68,0,0
minecraft:redstone_wall_torch,56,0,0
minecraft:redstone_wire,241,241,241
minecraft:reinforced_deepslate,80,83,79
minecraft:repeater,158,154,153
minecraft:repeating_command_block,129,110,171
minecraft:resin_block,217,99,25
minecraft:resin_brick_slab,206,88,24
minecraft:resin_brick_stairs,206,88,24
minecraft:resin_brick_wall,208,92,25
minecraft:resin_bricks,206,88,24
minecraft:resin_clump,223,112,27
minecraft:respawn_anchor,34,22,52
minecraft:rooted_dirt,144,104,77
minecraft:rose_bush,98,84,38
minecraft:sand,219,207,163
minecraft:sandstone,224,214,170
minecraft:sandstone_slab,224,214,170
minecraft:sandstone_stairs,224,214,170
minecraft:sandstone_wall,218,205,158
minecraft:scaffolding,170,132,73
minecraft:sculk,13,28,34
minecraft:sculk_catalyst,15,32,38
minecraft:sculk_sensor,7,70,84
minecraft:sculk_shrieker,68,91,84
minecraft:sculk_vein,8,49,59
minecraft:sea_lantern,172,200,191
minecraft:sea_pickle,92,97,35
minecraft:seagrass,51,126,9
minecraft:short_dry_grass,187,159,108
minecraft:short_grass,83,107,51
minecraft:shroomlight,241,147,71
minecraft:shulker_box,139,97,139
minecraft:skeleton_skull,81,62,51
minecraft:skeleton_wall_skull,81,62,51
minecraft:slime_block,112,192,92
minecraft:small_amethyst_bud,132,99,192
minecraft:small_dripleaf,93,117,46
minecraft:smithing_table,57,59,71
minecraft:smoker,85,84,81
minecraft:smooth_basalt,73,72,78
minecraft:smooth_quartz,237,230,224
minecraft:smooth_quartz_slab,237,230,224
minecraft:smooth_quartz_stairs,237,230,224
minecraft:smooth_red_sandstone,181,98,31
minecraft:smooth_red_sandstone_slab,181,98,31
minecraft:smooth_red_sandstone_stairs,181,98,31
minecraft:smooth_sandstone,224,214,170
minecraft:smooth_sandstone_slab,224,214,170
minecraft:smooth_sandstone_stairs,224,214,170
minecraft:smooth_stone,159,159,159
minecraft:smooth_stone_slab,159,159,159
minecraft:sniffer_egg,135,105,68
minecraft:snow,249,254,254
minecraft:snow_block,249,254,254
minecraft:soul_campfire,107,87,59
minecraft:soul_fire,56,204,209
minecraft:soul_lantern,67,74,93
minecraft:soul_sand,81,62,51
minecraft:soul_soil,76,58,47
minecraft:soul_torch,107,226,230
minecraft:soul_wall_torch,128,211,214
minecraft:spawner,36,46,63
minecraft:sponge,196,192,75
minecraft:spore_blossom,148,130,91
minecraft:spruce_button,115,85,48
minecraft:spruce_door,106,80,49
minecraft:spruce_fence,114,84,48
minecraft:spruce_fence_gate,110,81,45
minecraft:spruce_hanging_sign,116,90,52
minecraft:spruce_leaves,48,76,48
minecraft:spruce_log,109,80,47
minecraft:spruce_planks,115,85,49
minecraft:spruce_pressure_plate,116,86,49
minecraft:spruce_sapling,45,60,37
minecraft:spruce_shelf,115,90,52
minecraft:spruce_sign,95,71,43
minecraft:spruce_slab,115,85,49
minecraft:spruce_stairs,115,85,49
minecraft:spruce_trapdoor,104,79,48
minecraft:spruce_wall_hanging_sign,109,89,66
minecraft:spruce_wall_sign,95,71,43
minecraft:spruce_wood,59,38,17
minecraft:sticky_piston,110,105,97
minecraft:stone,126,126,126
minecraft:stone_brick_slab,122,122,122
minecraft:stone_brick_stairs,122,122,122
minecraft:stone_brick_wall,126,125,126
minecraft:stone_bricks,122,122,122
minecraft:stone_button,129,129,129
minecraft:stone_pressure_plate,125,125,125
minecraft:stone_slab,126,126,126
minecraft:stone_stairs,126,126,126
minecraft:stonecutter,123,119,111
minecraft:stripped_acacia_log,166,91,52
minecraft:stripped_acacia_wood,175,93,60
minecraft:stripped_bamboo_block,193,173,80
minecraft:stripped_birch_log,191,172,116
minecraft:stripped_birch_wood,197,176,118
minecraft:stripped_cherry_log,215,145,149
minecraft:stripped_cherry_wood,215,145,149
minecraft:stripped_crimson_hyphae,137,57,90
minecraft:stripped_crimson_stem,122,56,83
minecraft:stripped_dark_oak_log,66,44,23
minecraft:stripped_dark_oak_wood,73,57,36
minecraft:stripped_jungle_log,166,123,82
minecraft:stripped_jungle_wood,171,133,85
minecraft:stripped_mangrove_log,109,44,43
minecraft:stripped_mangrove_wood,120,54,48
minecraft:stripped_oak_log,160,130,77
minecraft:stripped_oak_wood,177,144,86
minecraft:stripped_pale_oak_log,235,227,226
minecraft:stripped_pale_oak_wood,246,238,237
minecraft:stripped_spruce_log,113,87,50
minecraft:stripped_spruce_wood,116,90,52
minecraft:stripped_warped_hyphae,58,151,148
minecraft:stripped_warped_stem,52,129,124
minecraft:structure_block,68,58,70
minecraft:structure_void,25,87,93
minecraft:sugar_cane,149,193,101
minecraft:sulfur,190,175,102
minecraft:sulfur_brick_slab,187,168,91
minecraft:sulfur_brick_stairs,187,168,91
minecraft:sulfur_brick_wall,189,172,92
minecraft:sulfur_bricks,187,168,91
minecraft:sulfur_slab,190,175,102
minecraft:sulfur_spike,183,170,95
minecraft:sulfur_stairs,190,175,102
minecraft:sulfur_wall,189,176,102
minecraft:sunflower,57,135,31
minecraft:suspicious_gravel,130,125,124
minecraft:suspicious_sand,218,204,159
minecraft:sweet_berry_bush,43,90,56
minecraft:tall_dry_grass,197,172,123
minecraft:tall_grass,73,95,45
minecraft:tall_seagrass,46,118,4
minecraft:target,226,170,158
minecraft:terracotta,152,94,68
minecraft:test_block,132,191,117
minecraft:test_instance_block,127,121,119
minecraft:tinted_glass,44,39,46
minecraft:tnt,143,62,54
minecraft:torch,255,217,102
minecraft:torchflower,101,101,77
minecraft:torchflower_crop,29,98,67
minecraft:trapped_chest,162,131,79
minecraft:trial_spawner,63,81,92
minecraft:tripwire,129,129,129
minecraft:tripwire_hook,156,134,99
minecraft:tube_coral,48,83,197
minecraft:tube_coral_block,49,87,207
minecraft:tube_coral_fan,51,92,210
minecraft:tube_coral_wall_fan,51,92,209
minecraft:tuff,108,109,103
minecraft:tuff_brick_slab,98,103,95
minecraft:tuff_brick_stairs,98,103,95
minecraft:tuff_brick_wall,102,106,100
minecraft:tuff_bricks,98,103,95
minecraft:tuff_slab,108,109,103
minecraft:tuff_stairs,108,109,103
minecraft:tuff_wall,110,111,104
minecraft:turtle_egg,222,225,196
minecraft:twisting_vines,20,143,124
minecraft:twisting_vines_plant,20,136,122
minecraft:vault,55,70,79
minecraft:verdant_froglight,229,244,228
minecraft:vine,54,78,21
minecraft:wall_torch,255,199,128
minecraft:warped_button,42,105,100
minecraft:warped_door,44,123,117
minecraft:warped_fence,43,104,98
minecraft:warped_fence_gate,40,99,96
minecraft:warped_fungus,74,109,88
minecraft:warped_hanging_sign,54,148,144
minecraft:warped_hyphae,58,59,78
minecraft:warped_nylium,43,114,101
minecraft:warped_planks,43,105,99
minecraft:warped_pressure_plate,44,106,100
minecraft:warped_roots,20,138,124
minecraft:warped_shelf,58,151,148
minecraft:warped_sign,45,108,100
minecraft:warped_slab,43,105,99
minecraft:warped_stairs,43,105,99
minecraft:warped_stem,53,110,110
minecraft:warped_trapdoor,47,120,112
minecraft:warped_wall_hanging_sign,60,132,135
minecraft:warped_wall_sign,45,108,100
minecraft:warped_wart_block,23,120,121
minecraft:water,44,82,158
minecraft:water_cauldron,56,77,120
minecraft:waxed_chiseled_copper,184,101,74
minecraft:waxed_copper_bars,156,81,55
minecraft:waxed_copper_block,192,108,80
minecraft:waxed_copper_bulb,156,87,57
minecraft:waxed_copper_chain,152,79,55
minecraft:waxed_copper_chest,192,108,80
minecraft:waxed_copper_door,186,106,80
minecraft:waxed_copper_golem_statue,192,108,80
minecraft:waxed_copper_grate,192,108,79
minecraft:waxed_copper_lantern,169,91,64
minecraft:waxed_copper_trapdoor,191,106,80
minecraft:waxed_cut_copper,191,107,81
minecraft:waxed_cut_copper_slab,191,107,81
minecraft:waxed_cut_copper_stairs,191,107,81
minecraft:waxed_exposed_chiseled_copper,155,119,101
minecraft:waxed_exposed_copper,161,126,104
minecraft:waxed_exposed_copper_bars,134,107,89
minecraft:waxed_exposed_copper_bulb,135,108,90
minecraft:waxed_exposed_copper_chain,126,102,84
minecraft:waxed_exposed_copper_chest,161,126,104
minecraft:waxed_exposed_copper_door,158,120,103
minecraft:waxed_exposed_copper_golem_statue,161,126,104
minecraft:waxed_exposed_copper_grate,162,126,105
minecraft:waxed_exposed_copper_lantern,158,118,100
minecraft:waxed_exposed_copper_trapdoor,161,125,105
minecraft:waxed_exposed_cut_copper,155,122,101
minecraft:waxed_exposed_cut_copper_slab,155,122,101
minecraft:waxed_exposed_cut_copper_stairs,155,122,101
minecraft:waxed_exposed_lightning_rod,186,131,118
minecraft:waxed_lightning_rod,213,122,94
minecraft:waxed_oxidized_chiseled_copper,84,162,132
minecraft:waxed_oxidized_copper,82,163,133
minecraft:waxed_oxidized_copper_bars,64,123,101
minecraft:waxed_oxidized_copper_bulb,70,132,109
minecraft:waxed_oxidized_copper_chain,62,118,99
minecraft:waxed_oxidized_copper_chest,82,163,133
minecraft:waxed_oxidized_copper_door,81,156,130
minecraft:waxed_oxidized_copper_golem_statue,82,163,133
minecraft:waxed_oxidized_copper_grate,82,161,131
minecraft:waxed_oxidized_copper_lantern,65,127,106
minecraft:waxed_oxidized_copper_trapdoor,84,161,132
minecraft:waxed_oxidized_cut_copper,80,154,126
minecraft:waxed_oxidized_cut_copper_slab,80,154,126
minecraft:waxed_oxidized_cut_copper_stairs,80,154,126
minecraft:waxed_oxidized_lightning_rod,95,182,149
minecraft:waxed_weathered_chiseled_copper,105,151,111
minecraft:waxed_weathered_copper,108,153,110
minecraft:waxed_weathered_copper_bars,85,123,94
minecraft:waxed_weathered_copper_bulb,92,127,99
minecraft:waxed_weathered_copper_chain,73,109,92
minecraft:waxed_weathered_copper_chest,108,153,110
minecraft:waxed_weathered_copper_door,109,146,105
minecraft:waxed_weathered_copper_golem_statue,108,153,110
minecraft:waxed_weathered_copper_grate,106,153,111
minecraft:waxed_weathered_copper_lantern,97,128,90
minecraft:waxed_weathered_copper_trapdoor,109,153,110
minecraft:waxed_weathered_cut_copper,109,145,108
minecraft:waxed_weathered_cut_copper_slab,109,145,108
minecraft:waxed_weathered_cut_copper_stairs,109,145,108
minecraft:waxed_weathered_lightning_rod,109,167,123
minecraft:weathered_chiseled_copper,105,151,111
minecraft:weathered_copper,108,153,110
minecraft:weathered_copper_bars,85,123,94
minecraft:weathered_copper_bulb,92,127,99
minecraft:weathered_copper_chain,73,109,92
minecraft:weathered_copper_chest,108,153,110
minecraft:weathered_copper_door,109,146,105
minecraft:weathered_copper_golem_statue,108,153,110
minecraft:weathered_copper_grate,106,153,111
minecraft:weathered_copper_lantern,97,128,90
minecraft:weathered_copper_trapdoor,109,153,110
minecraft:weathered_cut_copper,109,145,108
minecraft:weathered_cut_copper_slab,109,145,108
minecraft:weathered_cut_copper_stairs,109,145,108
minecraft:weathered_lightning_rod,109,167,123
minecraft:weeping_vines,105,1,0
minecraft:weeping_vines_plant,133,16,12
minecraft:wet_sponge,171,181,70
minecraft:wheat,9,128,16
minecraft:white_banner,162,131,79
minecraft:white_bed,244,245,245
minecraft:white_candle,212,220,220
minecraft:white_candle_cake,248,226,217
minecraft:white_carpet,234,236,237
minecraft:white_concrete,207,213,214
minecraft:white_concrete_powder,226,227,228
minecraft:white_glazed_terracotta,188,212,203
minecraft:white_shulker_box,216,221,221
minecraft:white_stained_glass,255,255,255
minecraft:white_stained_glass_pane,246,246,246
minecraft:white_terracotta,210,178,161
minecraft:white_tulip,94,165,71
minecraft:white_wall_banner,162,131,79
minecraft:white_wool,234,236,237
minecraft:wildflowers,237,214,117
minecraft:wither_rose,41,45,23
minecraft:wither_skeleton_skull,81,62,51
minecraft:wither_skeleton_wall_skull,81,62,51
minecraft:yellow_banner,162,131,79
minecraft:yellow_bed,254,202,37
minecraft:yellow_candle,208,162,44
minecraft:yellow_candle_cake,248,225,214
minecraft:yellow_carpet,249,198,40
minecraft:yellow_concrete,241,175,21
minecraft:yellow_concrete_powder,233,199,55
minecraft:yellow_glazed_terracotta,234,192,89
minecraft:yellow_shulker_box,248,189,29
minecraft:yellow_stained_glass,229,229,51
minecraft:yellow_stained_glass_pane,221,221,48
minecraft:yellow_terracotta,186,133,35
minecraft:yellow_wall_banner,162,131,79
minecraft:yellow_wool,249,198,40
minecraft:zombie_head,81,62,51
minecraft:zombie_wall_head,81,62,51
